,client_id,variation
47969,7900761,test
47970,1016217,test
47971,470187,test
47972,5253517,control
47973,4273386,control
47974,4512887,control
47975,4522971,control
47976,6972161,control
47977,8962726,test
47978,6713112,test
47979,2301328,test
47980,6675974,control
47981,2620479,test
47982,5523456,test
47983,6867920,test
47984,7348365,test
47985,7784966,test
47986,3624120,control
47987,3931823,control
47988,5991012,test
47989,3071976,test
47990,9985540,test
47991,9574629,control
47992,1613887,control
47993,6353311,test
47994,3264966,control
47995,2475425,test
47996,9429325,control
47997,4820914,test
47998,2814060,control
47999,4929063,test
48000,9112859,control
48001,2997774,control
48002,4521176,control
48003,6494495,control
48004,7702962,control
48005,4825865,test
48006,6124081,test
48007,8279701,test
48008,5647851,control
48009,5801507,test
48010,2612792,test
48011,7794766,test
48012,1168106,test
48013,9062666,test
48014,4867026,control
48015,7403377,control
48016,5920964,control
48017,9428509,control
48018,6568346,control
48019,8689959,control
48020,9288691,control
48021,5789598,control
48022,9551767,test
48023,6036578,control
48024,7843741,test
48025,4006336,test
48026,8091770,control
48027,3903512,test
48028,412025,test
48029,9830562,control
48030,9245362,test
48031,3393250,test
48032,9329051,control
48033,6568343,test
48034,9912944,control
48035,9948208,test
48036,1627521,control
48037,8125145,test
48038,5801058,control
48039,5066099,test
48040,695704,test
48041,2405156,control
48042,2683922,test
48043,8463143,control
48044,1236333,test
48045,7584268,test
48046,8468092,control
48047,2124271,test
48048,9974892,test
48049,6524192,test
48050,104884,control
48051,5494232,control
48052,2070044,test
48053,5533953,test
48054,5569747,test
48055,4735965,test
48056,2906027,control
48057,2485287,test
48058,5195254,control
48059,8883596,test
48060,5629464,test
48061,7017871,test
48062,949880,control
48063,9257964,test
48064,9069531,test
48065,2485121,test
48066,1605977,test
48067,2277480,test
48068,7622290,test
48069,2605995,test
48070,3169738,control
48071,184211,control
48072,6012255,control
48073,5499472,test
48074,3502601,control
48075,7828827,test
48076,1437247,test
48077,978612,control
48078,7130735,control
48079,3939045,test
48080,8646648,test
48081,2012634,control
48082,2097144,test
48083,5855902,control
48084,7105739,control
48085,6217227,control
48086,560810,test
48087,3240673,test
48088,7525168,control
48089,4847732,control
48090,7655415,control
48091,2138300,control
48092,5436477,control
48093,1656011,test
48094,346781,test
48095,3577478,control
48096,3015082,test
48097,1346422,control
48098,9451964,control
48099,710837,test
48100,5663301,control
48101,2155691,control
48102,3550402,test
48103,9798901,test
48104,8404071,control
48105,9418418,control
48106,2078513,test
48107,7386580,control
48108,4166740,test
48109,2920044,control
48110,1037867,test
48111,103627,test
48112,5125050,control
48113,4590842,control
48114,1018307,control
48115,3774848,control
48116,6822308,test
48117,7028952,control
48118,8441983,test
48119,4941260,test
48120,3500632,control
48121,4351664,test
48122,3523070,test
48123,5250877,control
48124,5382083,control
48125,2189393,control
48126,8665939,test
48127,7597197,test
48128,8003314,test
48129,2334273,control
48130,5927852,control
48131,6061926,control
48132,8026841,test
48133,7216614,control
48134,9435107,test
48135,9153284,test
48136,1482158,test
48137,8034538,test
48138,4442699,control
48139,7394279,test
48140,3831041,control
48141,217500,control
48142,7636757,test
48143,248531,test
48144,9789519,control
48145,5301953,test
48146,8599689,control
48147,415987,test
48148,5194824,test
48149,8460327,control
48150,7661252,test
48151,1990597,test
48152,6312949,test
48153,3253916,test
48154,8666191,control
48155,8894931,test
48156,1575010,test
48157,1149636,control
48158,2544704,test
48159,2063428,control
48160,2142404,control
48161,2781124,control
48162,8359032,control
48163,307881,test
48164,2132534,control
48165,6271257,test
48166,9409148,test
48167,2365348,control
48168,7516259,control
48169,7194322,test
48170,9196376,test
48171,613804,test
48172,614307,control
48173,883011,test
48174,5559264,test
48175,1567815,control
48176,9939889,control
48177,6787400,test
48178,2379892,test
48179,7460065,test
48180,8989119,test
48181,8120861,control
48182,8711093,control
48183,9849989,control
48184,299523,control
48185,4541045,test
48186,3073291,test
48187,7950882,test
48188,5944118,control
48189,1504422,control
48190,8219634,test
48191,7935734,test
48192,7226397,control
48193,7159995,control
48194,6137907,control
48195,4781233,control
48196,2515513,control
48197,6031368,control
48198,3351045,control
48199,3940497,test
48200,2424817,test
48201,7594212,test
48202,8471628,test
48203,5872502,test
48204,2916890,control
48205,2242363,control
48206,2304816,test
48207,2177579,control
48208,7214648,control
48209,7431514,control
48210,2575645,control
48211,124646,test
48212,5110460,test
48213,590547,control
48214,5080755,test
48215,472352,test
48216,6920944,control
48217,2128476,test
48218,9293110,test
48219,4458210,control
48220,5843649,test
48221,1846630,control
48222,2322507,test
48223,8201889,control
48224,7389407,control
48225,4514930,test
48226,1786005,control
48227,3205643,control
48228,3871536,test
48229,2368241,test
48230,4821536,test
48231,250763,control
48232,6163403,control
48233,3954295,test
48234,7654305,test
48235,1541367,test
48236,7590004,control
48237,9046009,control
48238,6949145,control
48239,7095768,test
48240,738215,test
48241,2577121,control
48242,9605796,control
48243,5132280,control
48244,6640295,control
48245,588836,control
48246,542536,test
48247,338896,control
48248,8892860,test
48249,2192044,test
48250,2654807,control
48251,1228930,test
48252,6101948,test
48253,3421897,test
48254,7184892,test
48255,6574018,test
48256,4544713,test
48257,5353248,control
48258,9215076,test
48259,7544394,test
48260,9331315,test
48261,3588397,control
48262,7374949,test
48263,9162908,control
48264,317438,test
48265,310380,control
48266,506333,control
48267,5557573,test
48268,1435713,test
48269,9456475,test
48270,1328022,control
48271,6207205,test
48272,6511554,test
48273,8043075,control
48274,525348,control
48275,58194,test
48276,3255767,control
48277,8438553,control
48278,6582979,control
48279,866712,control
48280,3710637,test
48281,6751438,test
48282,5153292,test
48283,319618,test
48284,7151270,test
48285,5908353,test
48286,7644542,test
48287,6798048,test
48288,3760660,control
48289,8381763,control
48290,2353745,control
48291,3116809,test
48292,3263729,test
48293,7967889,test
48294,9061226,test
48295,426756,control
48296,4224816,control
48297,3401687,control
48298,9016178,control
48299,7723001,test
48300,1332173,control
48301,7807684,test
48302,4373565,test
48303,2601028,control
48304,1078809,test
48305,7378434,test
48306,4079649,control
48307,7485852,control
48308,6017155,control
48309,8331994,control
48310,9586701,test
48311,1856109,test
48312,2466344,test
48313,2163213,test
48314,3243773,test
48315,5048441,control
48316,5402582,control
48317,7953362,control
48318,7949443,control
48319,1749073,test
48320,8886422,test
48321,2278314,test
48322,3826744,control
48323,6408586,test
48324,2439828,control
48325,6122553,test
48326,653399,test
48327,7305195,control
48328,2279817,control
48329,4104755,test
48330,3297370,test
48331,3371006,control
48332,4477529,test
48333,5933623,test
48334,7802782,control
48335,4321387,test
48336,8185919,test
48337,7280122,test
48338,3569925,control
48339,5116278,test
48340,3344583,control
48341,8060688,control
48342,989958,test
48343,8719839,test
48344,4190442,control
48345,2879347,control
48346,482346,control
48347,5470686,test
48348,8035978,control
48349,1813966,control
48350,9290596,test
48351,8687599,test
48352,8348036,control
48353,4689809,test
48354,4033061,control
48355,6708593,test
48356,6612679,control
48357,5040726,test
48358,19060,test
48359,2382972,control
48360,4365782,test
48361,6171995,control
48362,62805,test
48363,5835400,test
48364,8347135,test
48365,1416397,test
48366,5567516,test
48367,7122737,control
48368,5872680,test
48369,2886641,test
48370,5282949,control
48371,4745827,control
48372,3113731,test
48373,2291205,control
48374,6124096,test
48375,4861157,control
48376,1657840,test
48377,4991444,test
48378,5305264,control
48379,5974761,test
48380,2853210,test
48381,1798725,control
48382,2221017,test
48383,3752974,test
48384,5378456,control
48385,7569257,test
48386,7106363,control
48387,8213408,test
48388,1237949,test
48389,5151733,test
48390,6385837,test
48391,4257470,control
48392,4447050,control
48393,675841,test
48394,3670754,test
48395,6900662,control
48396,5134006,test
48397,9779242,test
48398,7893320,control
48399,9646284,test
48400,6202761,control
48401,9444871,control
48402,3035283,control
48403,5096180,control
48404,8901193,test
48405,8722595,control
48406,1506138,control
48407,5040920,test
48408,2291551,test
48409,9279099,test
48410,664466,control
48411,7654274,control
48412,3574383,control
48413,2631761,test
48414,5349080,test
48415,9805884,test
48416,8290113,test
48417,5334822,test
48418,7842244,test
48419,8163927,test
48420,8235640,control
48421,3604010,test
48422,8286448,test
48423,165301,control
48424,1939085,test
48425,8946857,test
48426,2609515,test
48427,3327085,control
48428,5127750,control
48429,809835,control
48430,327362,test
48431,3796973,control
48432,703403,control
48433,9557232,control
48434,8509527,control
48435,3638678,control
48436,144169,control
48437,9707262,test
48438,7282833,control
48439,6183002,test
48440,6306692,control
48441,6043294,control
48442,7990535,control
48443,1771547,test
48444,1057707,test
48445,4805662,test
48446,4304328,control
48447,3430468,control
48448,695350,control
48449,928070,test
48450,8762901,test
48451,4736508,test
48452,9243506,test
48453,7392799,control
48454,8062855,control
48455,2735156,test
48456,7800668,test
48457,5531736,control
48458,1064795,control
48459,2634295,control
48460,9815123,test
48461,7962192,control
48462,8910128,test
48463,1516891,test
48464,1944175,test
48465,8981928,test
48466,6488664,test
48467,6338480,control
48468,6013275,control
48469,6495156,test
48470,2418227,test
48471,5748636,control
48472,9610974,control
48473,1576775,test
48474,6765501,control
48475,405107,test
48476,5475328,test
48477,1012445,test
48478,882086,control
48479,8506529,control
48480,2199998,test
48481,2169938,control
48482,1814147,control
48483,6389700,control
48484,230492,control
48485,2611104,test
48486,3098610,test
48487,6461504,control
48488,340480,test
48489,4552746,test
48490,2059749,test
48491,8415542,test
48492,9771197,control
48493,7009824,control
48494,5279633,test
48495,3903635,test
48496,1742491,control
48497,2305789,control
48498,5353906,test
48499,794595,control
48500,4249720,control
48501,8029833,control
48502,1354259,test
48503,7235072,control
48504,1822256,test
48505,8586150,test
48506,7490372,test
48507,2572316,test
48508,5703783,control
48509,6489602,control
48510,1760804,test
48511,8966527,control
48512,1897201,test
48513,6796240,control
48514,5843105,test
48515,4847964,control
48516,9826220,control
48517,2666114,control
48518,2982359,test
48519,2052733,control
48520,3624125,control
48521,6783480,test
48522,3096259,test
48523,7367037,control
48524,1730224,control
48525,5782980,test
48526,4627033,control
48527,6234276,test
48528,790615,test
48529,1481142,test
48530,7595293,control
48531,3778929,test
48532,2752072,test
48533,655223,test
48534,5215496,control
48535,4118034,test
48536,9164418,test
48537,8782708,test
48538,8750952,control
48539,2202822,control
48540,1580013,control
48541,5188690,test
48542,7851919,control
48543,6370233,test
48544,5753581,control
48545,5328115,test
48546,8255200,control
48547,3928076,control
48548,8434228,test
48549,5698733,test
48550,8224799,control
48551,2273603,control
48552,3023031,control
48553,8600631,test
48554,7517412,control
48555,7246035,control
48556,3215349,test
48557,8836730,control
48558,7072566,test
48559,9738273,control
48560,1111595,test
48561,7568052,test
48562,6463395,test
48563,4412635,test
48564,5171196,control
48565,5026716,test
48566,590336,control
48567,6729297,control
48568,2506130,test
48569,2794479,test
48570,7535186,test
48571,2754872,test
48572,8329803,test
48573,3897933,control
48574,1960131,test
48575,9130823,control
48576,8624993,test
48577,3017374,test
48578,3424011,test
48579,3434100,control
48580,3560967,control
48581,9123233,test
48582,6646605,control
48583,3837682,test
48584,7631686,test
48585,406265,test
48586,8862540,test
48587,4413573,control
48588,197955,control
48589,292662,control
48590,5508174,test
48591,1566028,control
48592,1835630,control
48593,9517540,control
48594,4606072,control
48595,4151322,control
48596,3344462,test
48597,4669241,control
48598,3934629,control
48599,6069792,test
48600,3922691,control
48601,5806372,control
48602,2708685,control
48603,1110805,control
48604,2953672,test
48605,1192394,control
48606,8527826,control
48607,2583298,test
48608,6158722,test
48609,5332058,control
48610,2988219,test
48611,9972747,control
48612,8067026,control
48613,1631043,test
48614,6007167,test
48615,9107244,test
48616,4656524,test
48617,7495325,test
48618,9436513,control
48619,9432466,test
48620,5768962,test
48621,7111677,test
48622,3183069,test
48623,8304087,control
48624,3812833,test
48625,933031,test
48626,5056708,test
48627,2064675,test
48628,709919,control
48629,8797924,test
48630,6577234,control
48631,644423,control
48632,5963880,control
48633,2230745,control
48634,9814273,control
48635,708289,control
48636,8592146,control
48637,1018270,control
48638,7874890,test
48639,3225099,control
48640,5164122,test
48641,3906238,test
48642,3930546,control
48643,3630049,test
48644,6259148,control
48645,6005999,test
48646,3872272,control
48647,7305657,control
48648,6003198,test
48649,8229929,control
48650,7241458,test
48651,3161828,control
48652,2819503,test
48653,8183731,test
48654,4230904,test
48655,4008625,control
48656,823839,test
48657,8315555,control
48658,1904503,test
48659,6358660,control
48660,4487878,control
48661,7762867,control
48662,685080,control
48663,3392152,control
48664,3301541,test
48665,824914,control
48666,786785,control
48667,55265,test
48668,9749516,test
48669,1346732,test
48670,8115034,control
48671,2079676,test
48672,2194434,control
48673,6374745,test
48674,4847719,control
48675,1584456,test
48676,5119450,test
48677,7559891,control
48678,3135230,control
48679,9215181,test
48680,7645385,test
48681,9263440,control
48682,6974095,control
48683,1141025,test
48684,2877612,control
48685,114566,control
48686,7402828,control
48687,2678430,test
48688,2870521,test
48689,7487434,control
48690,4815206,control
48691,6021509,test
48692,813507,control
48693,5672599,test
48694,5732397,control
48695,6136374,control
48696,5715957,control
48697,4548780,control
48698,661527,control
48699,8476828,test
48700,8500861,test
48701,2706854,test
48702,6044794,test
48703,2365440,test
48704,6624374,control
48705,5434624,test
48706,1716372,control
48707,4247363,control
48708,5635216,test
48709,572542,test
48710,6720861,control
48711,5363409,test
48712,1133121,control
48713,3579230,test
48714,9293238,test
48715,5531941,test
48716,9978138,control
48717,8331253,test
48718,9636169,test
48719,3393848,control
48720,5137397,test
48721,6988663,test
48722,3379469,control
48723,3293746,control
48724,4349341,control
48725,4579515,test
48726,7476303,control
48727,8504603,control
48728,8971563,control
48729,9105369,control
48730,3112574,test
48731,4925607,test
48732,3581096,test
48733,808536,test
48734,1275302,test
48735,2773934,control
48736,2454606,test
48737,6415605,control
48738,1429199,control
48739,4069267,control
48740,647474,test
48741,3259588,test
48742,2471573,test
48743,275288,test
48744,8127073,control
48745,5511899,control
48746,5378112,test
48747,386383,test
48748,3886418,control
48749,5514901,control
48750,4116628,test
48751,5186778,control
48752,3329726,control
48753,7077477,test
48754,1327847,control
48755,3512229,control
48756,5921317,control
48757,4481832,control
48758,2310297,test
48759,3442612,test
48760,5284364,control
48761,6454703,test
48762,4272860,control
48763,5356212,test
48764,4899919,control
48765,3695644,test
48766,7159239,control
48767,1274278,test
48768,3340004,control
48769,5021309,control
48770,8990384,control
48771,8284433,test
48772,1479488,test
48773,6744430,test
48774,8437990,test
48775,2676107,test
48776,1329020,control
48777,878432,control
48778,3288356,test
48779,8824157,test
48780,5020419,control
48781,330035,test
48782,7162304,control
48783,9028119,test
48784,6821663,control
48785,9942064,control
48786,3366197,test
48787,7689597,test
48788,1612946,control
48789,251519,test
48790,5075723,test
48791,2448097,control
48792,8933203,control
48793,4556323,test
48794,1891908,test
48795,2193096,test
48796,2795142,control
48797,5055614,test
48798,6338935,control
48799,4681280,test
48800,485243,test
48801,654172,test
48802,8581135,test
48803,2498857,test
48804,1810978,test
48805,6321743,test
48806,7252695,control
48807,1564878,test
48808,1362308,test
48809,5999699,control
48810,1037251,control
48811,7396309,control
48812,9191957,test
48813,1430088,control
48814,2305285,control
48815,9879012,control
48816,1123070,control
48817,5431838,control
48818,7537987,control
48819,822313,test
48820,6676256,test
48821,3470710,control
48822,9131191,control
48823,2366463,test
48824,1908819,control
48825,2408816,control
48826,5942043,control
48827,4502299,control
48828,3840806,test
48829,8383466,test
48830,1834481,test
48831,2549932,test
48832,5325969,control
48833,9342554,control
48834,3178121,test
48835,1624825,test
48836,6724797,control
48837,2177404,control
48838,6883743,test
48839,6719426,control
48840,9639697,test
48841,681368,test
48842,5733366,test
48843,7240649,control
48844,8110389,control
48845,4569058,test
48846,6680266,control
48847,7281224,test
48848,9697309,test
48849,9702685,control
48850,1184798,control
48851,97590,test
48852,5893434,control
48853,8714366,control
48854,463030,control
48855,3075744,control
48856,4970404,test
48857,9371773,test
48858,9015286,control
48859,7580898,test
48860,283311,test
48861,4828235,control
48862,3376442,control
48863,8709822,test
48864,5125518,control
48865,4737820,test
48866,6110307,test
48867,3197097,test
48868,2539742,test
48869,8386364,test
48870,5633653,test
48871,3682168,test
48872,2623518,test
48873,5995947,test
48874,6447601,control
48875,8975470,test
48876,5596278,control
48877,4966830,test
48878,7485632,test
48879,2297738,control
48880,4960207,test
48881,327511,test
48882,4653174,control
48883,5396029,control
48884,6115682,test
48885,8703833,control
48886,9467545,test
48887,5504348,test
48888,6545703,control
48889,1186,control
48890,66930,test
48891,4705736,test
48892,1538758,control
48893,1688588,test
48894,2955920,test
48895,382734,control
48896,3877234,control
48897,1146708,control
48898,6556384,control
48899,7296383,test
48900,3213534,test
48901,2232369,test
48902,6028829,test
48903,9778461,test
48904,9481786,test
48905,7816862,control
48906,8280107,test
48907,724004,test
48908,7039946,test
48909,8495015,test
48910,4770789,test
48911,8116430,control
48912,2494024,control
48913,3777615,test
48914,9420605,test
48915,2474224,test
48916,7582539,control
48917,1170944,control
48918,9166595,test
48919,1576322,control
48920,657787,test
48921,6041814,control
48922,2843022,test
48923,320786,control
48924,2826516,test
48925,2495460,control
48926,4967715,test
48927,8892267,test
48928,9081241,control
48929,1997445,control
48930,1558312,control
48931,9399521,test
48932,4288178,control
48933,220644,control
48934,9724888,test
48935,7051206,control
48936,4389814,test
48937,4490765,control
48938,2125802,control
48939,6340340,test
48940,1328295,control
48941,4224797,test
48942,5344146,control
48943,8364170,test
48944,7341832,test
48945,6896819,test
48946,5515403,control
48947,3797123,control
48948,9422581,test
48949,1620825,test
48950,293500,control
48951,1335720,test
48952,1816083,test
48953,7550579,test
48954,6959293,test
48955,4124205,test
48956,2291896,test
48957,9180822,control
48958,1724346,control
48959,6244184,test
48960,3049212,control
48961,7262069,control
48962,9162012,control
48963,1904971,test
48964,5373548,test
48965,4751846,test
48966,7478657,test
48967,8646291,test
48968,7387005,test
48969,4153564,test
48970,927407,test
48971,2075617,test
48972,584202,test
48973,4797799,test
48974,7917082,control
48975,5104594,control
48976,3427750,test
48977,4602206,control
48978,6224270,test
48979,3002266,test
48980,2270478,control
48981,4757841,test
48982,8982518,test
48983,3762736,control
48984,1867143,test
48985,7723861,control
48986,4244035,test
48987,4567305,control
48988,6292865,test
48989,5492993,control
48990,9802022,test
48991,2525626,test
48992,1360924,test
48993,3364689,control
48994,1238919,control
48995,2863539,control
48996,2445077,test
48997,571600,test
48998,7016465,test
48999,7259678,control
49000,2497100,test
49001,4668860,test
49002,7143446,test
49003,4613757,test
49004,1623042,control
49005,7814414,control
49006,2453740,control
49007,8742930,control
49008,7350141,control
49009,5765093,test
49010,9827824,control
49011,6696830,test
49012,4768430,control
49013,7984893,test
49014,1357262,test
49015,5554918,test
49016,2549206,control
49017,9944818,control
49018,9294131,test
49019,86877,test
49020,3957748,control
49021,4666670,control
49022,4718349,control
49023,4108799,control
49024,960156,control
49025,83795,test
49026,2628742,test
49027,5760138,control
49028,1612396,test
49029,6611930,test
49030,4063413,test
49031,2473387,test
49032,8993120,test
49033,3004249,test
49034,6669699,control
49035,7330989,test
49036,4807195,control
49037,9618239,test
49038,5322158,test
49039,9313090,control
49040,5100840,test
49041,3299611,control
49042,6086964,control
49043,9197674,test
49044,9225874,test
49045,671965,test
49046,6643533,control
49047,5860814,test
49048,8804680,control
49049,8073745,test
49050,3931211,test
49051,8338341,control
49052,3016851,control
49053,1385366,test
49054,5144502,test
49055,1411520,test
49056,8939905,control
49057,5385544,control
49058,2107979,control
49059,6112197,test
49060,3706299,control
49061,330666,control
49062,1098357,test
49063,7554258,control
49064,5851524,test
49065,2495191,control
49066,5549955,test
49067,718700,test
49068,8765364,control
49069,5888850,test
49070,8813088,control
49071,1125026,test
49072,6211097,test
49073,7710564,control
49074,3590864,test
49075,2225257,control
49076,7934,test
49077,6107725,test
49078,7762554,control
49079,5754455,test
49080,16881,test
49081,2907733,test
49082,7461510,control
49083,5701822,test
49084,1709070,test
49085,3985779,control
49086,8784376,test
49087,375730,test
49088,102884,test
49089,5497143,control
49090,4888904,control
49091,2589507,control
49092,4038025,control
49093,5937233,control
49094,5705870,test
49095,3018255,test
49096,1626147,test
49097,7177558,control
49098,1024113,control
49099,2473510,control
49100,335335,test
49101,4137437,test
49102,2152815,test
49103,2952415,test
49104,1479816,test
49105,7664820,control
49106,3478433,control
49107,6341014,control
49108,7201739,control
49109,4656632,control
49110,610652,control
49111,7972813,control
49112,8175874,test
49113,2043512,test
49114,8465744,test
49115,7383591,control
49116,3750586,control
49117,3663796,control
49118,3526750,test
49119,8432895,test
49120,242792,control
49121,3629373,control
49122,777737,control
49123,136237,control
49124,3322068,test
49125,6482281,test
49126,6335357,test
49127,7866541,test
49128,5700337,test
49129,5492036,control
49130,8248069,control
49131,2523566,test
49132,6876463,control
49133,4666571,test
49134,3068094,test
49135,6428469,test
49136,2731088,control
49137,495547,test
49138,9552062,control
49139,5632990,test
49140,4601310,test
49141,9711496,test
49142,1597194,test
49143,2962021,test
49144,1582990,test
49145,322785,test
49146,5283474,control
49147,2110330,test
49148,3849669,test
49149,6697431,test
49150,3969475,control
49151,1044073,control
49152,1818857,test
49153,7650211,control
49154,830971,control
49155,3017194,test
49156,7416675,test
49157,222111,test
49158,9481101,test
49159,5945897,test
49160,1406777,test
49161,5046467,control
49162,3879549,test
49163,4107723,test
49164,3326101,control
49165,4815171,test
49166,7828347,test
49167,5389948,test
49168,8825349,test
49169,5951685,test
49170,1879059,control
49171,4952370,control
49172,7943618,test
49173,821422,control
49174,2063057,control
49175,7518703,control
49176,9116217,test
49177,9800940,control
49178,6571308,control
49179,3455284,control
49180,6020027,control
49181,2104284,control
49182,7414313,control
49183,3593503,control
49184,2895782,control
49185,3657729,test
49186,9174420,test
49187,3109397,test
49188,1591633,test
49189,5714624,control
49190,5956733,control
49191,5137288,test
49192,7761531,test
49193,3781114,control
49194,541976,test
49195,4734420,test
49196,485476,test
49197,9105902,control
49198,6484437,test
49199,1542714,control
49200,2057801,test
49201,1351100,control
49202,1507552,test
49203,5696531,control
49204,6534331,control
49205,1632310,test
49206,9522546,control
49207,3412138,control
49208,8619345,control
49209,3536336,control
49210,4923176,test
49211,4506609,control
49212,897407,test
49213,4974509,control
49214,9177320,test
49215,6374646,test
49216,5851331,control
49217,7304701,test
49218,5141652,test
49219,8158266,control
49220,8170199,test
49221,8795052,test
49222,2140639,test
49223,5111328,test
49224,9790646,test
49225,6634554,control
49226,6937749,control
49227,6018395,control
49228,5718011,control
49229,2192714,control
49230,510867,test
49231,8837295,test
49232,3101150,control
49233,9803595,test
49234,4055202,control
49235,1482272,test
49236,4786577,control
49237,9250552,control
49238,3158462,test
49239,3045527,test
49240,4327657,control
49241,990728,test
49242,8701152,test
49243,6581832,test
49244,1974728,test
49245,2840579,control
49246,2454337,test
49247,6322494,test
49248,2523775,control
49249,3005754,control
49250,1175926,control
49251,5183637,test
49252,7867607,test
49253,2951320,control
49254,5784236,test
49255,7051626,test
49256,8859964,test
49257,9152198,control
49258,703228,test
49259,2734118,test
49260,1325996,test
49261,6966565,test
49262,3308211,control
49263,5854535,test
49264,9712021,test
49265,1938523,test
49266,3884652,control
49267,3366095,test
49268,5146488,control
49269,2763008,test
49270,7620412,control
49271,5773922,control
49272,420983,test
49273,2776894,control
49274,6251214,test
49275,3077159,test
49276,7498356,control
49277,4267119,control
49278,5250051,control
49279,5097276,control
49280,9192991,control
49281,6933951,control
49282,3397715,test
49283,3740163,test
49284,5173552,test
49285,2052647,test
49286,4551995,test
49287,5156210,test
49288,5928334,test
49289,6817531,control
49290,2006770,control
49291,9174190,test
49292,3294129,test
49293,4232774,test
49294,6228157,test
49295,5010877,test
49296,2514553,control
49297,105007,control
49298,6503904,control
49299,7917674,control
49300,5424176,test
49301,3195135,test
49302,9158808,control
49303,6660916,control
49304,2033206,test
49305,9867278,control
49306,4746398,test
49307,9884321,control
49308,1001161,control
49309,2459082,control
49310,21242,control
49311,5268802,test
49312,4724152,control
49313,2637292,control
49314,97723,control
49315,5297874,control
49316,8195227,test
49317,626839,control
49318,3446827,test
49319,8694329,control
49320,2449816,test
49321,3790766,control
49322,9221013,test
49323,8178744,test
49324,8975831,test
49325,1616090,control
49326,1397821,control
49327,7759596,test
49328,3394004,test
49329,449709,test
49330,4234106,test
49331,2555803,control
49332,2439,control
49333,7913116,test
49334,3233398,test
49335,5001250,test
49336,4800593,test
49337,7123558,test
49338,3466024,test
49339,7043979,control
49340,5921420,test
49341,6455842,control
49342,9241423,control
49343,1631795,test
49344,5729629,control
49345,8248476,control
49346,128147,control
49347,5643467,test
49348,2506696,control
49349,4367799,control
49350,6291449,control
49351,2279186,control
49352,1690599,test
49353,194784,test
49354,9187140,test
49355,2067617,control
49356,8644516,test
49357,179076,control
49358,3786999,control
49359,9053591,test
49360,6413910,control
49361,4364398,control
49362,4549340,test
49363,1306943,test
49364,2111761,test
49365,9681414,test
49366,988731,test
49367,9509687,test
49368,2262081,control
49369,3538870,test
49370,8547148,test
49371,8804675,test
49372,6103024,test
49373,5515625,control
49374,562776,test
49375,9717596,control
49376,3815218,test
49377,286957,test
49378,2070184,control
49379,5194754,control
49380,9197446,test
49381,3071126,test
49382,5036504,control
49383,9747358,test
49384,6330362,control
49385,899884,test
49386,4364113,control
49387,2261819,test
49388,1329260,control
49389,2297049,control
49390,335913,test
49391,125022,control
49392,897558,control
49393,1817407,test
49394,2117103,control
49395,5079849,control
49396,9489722,test
49397,614096,test
49398,5497086,control
49399,4843240,control
49400,7020156,test
49401,816509,test
49402,6280776,test
49403,4796579,control
49404,7886659,control
49405,5550810,test
49406,5254812,control
49407,3038062,control
49408,8444177,control
49409,5553285,control
49410,4543597,test
49411,2578871,control
49412,5753951,control
49413,6814109,control
49414,2644510,test
49415,8375341,control
49416,7946939,control
49417,5202722,control
49418,2373602,control
49419,7740732,test
49420,5113577,test
49421,7270022,control
49422,8648996,test
49423,2439811,test
49424,7650855,test
49425,3022559,test
49426,8725303,control
49427,2779909,control
49428,6991295,control
49429,5994678,test
49430,5636083,control
49431,9825063,test
49432,7859555,test
49433,1189627,test
49434,5670962,test
49435,3875021,test
49436,3367662,test
49437,2887559,control
49438,1601030,test
49439,5379662,test
49440,1871644,control
49441,587200,control
49442,9819676,test
49443,7918280,test
49444,1363757,control
49445,3529675,test
49446,8298017,test
49447,8956495,control
49448,5822813,test
49449,5479458,control
49450,2514257,test
49451,5824996,control
49452,2974536,test
49453,4983457,control
49454,5741146,test
49455,4226005,test
49456,2761828,test
49457,6710384,test
49458,3190345,control
49459,8241885,control
49460,5729750,test
49461,6928615,control
49462,5157179,test
49463,3545851,test
49464,3656557,test
49465,7916658,test
49466,9150604,test
49467,8659902,control
49468,9738042,test
49469,5093779,test
49470,7022473,control
49471,4202044,control
49472,4253810,control
49473,537426,test
49474,6467227,control
49475,5610257,test
49476,3431014,test
49477,1456379,test
49478,1595223,test
49479,2025451,test
49480,6904635,test
49481,4799453,control
49482,8382128,control
49483,9798407,control
49484,5316776,test
49485,9933766,control
49486,7810518,control
49487,9956232,test
49488,1747920,test
49489,4138511,control
49490,8023625,control
49491,1071368,control
49492,9900228,control
49493,2184714,control
49494,3823935,control
49495,2173057,test
49496,8637757,test
49497,597966,test
49498,2110321,test
49499,2174882,control
49500,5862916,control
49501,6675629,test
49502,8171782,control
49503,9762490,test
49504,7245100,control
49505,1115553,test
49506,4138900,control
49507,1379815,test
49508,744915,test
49509,2790268,test
49510,1837726,control
49511,6805250,test
49512,2797546,control
49513,9800099,test
49514,4117938,control
49515,8123281,control
49516,8602025,control
49517,8224037,test
49518,4863666,test
49519,8082495,control
49520,5925187,control
49521,7470480,test
49522,3273469,test
49523,2367065,control
49524,5694003,test
49525,9628216,test
49526,893635,test
49527,2167421,test
49528,6178546,test
49529,8310047,control
49530,1615051,control
49531,3950893,test
49532,5345959,test
49533,1323256,test
49534,6607716,test
49535,7338123,test
49536,6935890,control
49537,7116054,control
49538,1732262,test
49539,1891596,test
